id,id_swiped,action
4599928,10903110.0,left
4599928,31938980.0,left
4599928,138588902.0,left
4599928,151967967.0,left
4599928,169948867.0,left
4599928,18729647.0,left
4599928,4599928.0,right
4599928,4599928.0,right
4599928,4599928.0,right
4599928,4599928.0,right
